index,title,article_url,date,time,author,excerpt,section,date_dt
172,"Πολύ υψηλός ο κίνδυνος πυρκαγιάς σε 6 Περιφέρειες σήμερα, Κυριακή",https://www.athensvoice.gr/epikairotita/ellada/864725/kindunos-purkagias-polu-upsilos-se-6-perifereies-simera-kuriaki/,2024-08-25,05:58:00,Newsroom,"Κίνδυνος Πυρκαγιάς: Πολύ υψηλός σε 6 Περιφέρειες σήμερα, Κυριακή - Ο χάρτης της Γενικής Γραμματείας Πολιτικής Προστασίας",Ελλαδα,2024-08-25
173,Υπό έλεγχο η φωτιά στην Πρέβεζα,https://www.athensvoice.gr/epikairotita/ellada/864713/fotia-stin-preveza-upo-elegho-i-purkagia/,2024-08-24,19:21:49,Newsroom,Φωτιά στην Πρέβεζα: Υπό έλεγχο η πυρκαγιά που απείλησε οικισμό - Είχε σταλεί 112 στους κατοίκους,Ελλαδα,2024-08-24
174,"Πολύ υψηλός ο κίνδυνος πυρκαγιάς σε 6 Περιφέρειες αύριο, Κυριακή",https://www.athensvoice.gr/epikairotita/ellada/864683/kindunos-purkagias-polu-upsilos-se-6-perifereies-aurio-kuriaki/,2024-08-24,11:48:49,Newsroom,"Κίνδυνος Πυρκαγιάς: Πολύ υψηλός σε 6 Περιφέρειες αύριο, Κυριακή - Ο χάρτης της Γενικής Γραμματείας Πολιτικής Προστασίας",Ελλαδα,2024-08-24
175,Πολύ υψηλός ο κίνδυνος πυρκαγιάς το Σάββατο - Στα «πορτοκαλί» και η Αττική,https://www.athensvoice.gr/epikairotita/ellada/864579/polu-upsilos-o-kindunos-purkagias-se-5-perifereies-to-savvato-2408/,2024-08-23,11:46:27,Newsroom,Πολύ υψηλός ο κίνδυνος πυρκαγιάς το Σάββατο 24.08 - Ο χάρτης της γ.γ. Πολιτικής Προστασίας και οι συστάσεις προς τους πολίτες,Ελλαδα,2024-08-23
176,«Καμπανάκι» Κικίλια: Δύσκολες οι καιρικές συνθήκες το επόμενο τριήμερο - Πού θα επικρατήσουν ισχυροί άνεμοι,https://www.athensvoice.gr/epikairotita/ellada/864493/kindunos-purkagias-kabanaki-kikilia-gia-tis-epomenes-meres/,2024-08-22,14:32:52,Newsroom,Κίνδυνος πυρκαγιάς: Καμπανάκι Κικίλια για τις επόμενες μέρες  - Πολύ υψηλός ο κίνδυνος πυρκαγιάς την Παρασκευή σε 4 Περιφέρειες,Ελλαδα,2024-08-22
177,Στέφανος Κασσελάκης: Προτείνει την δημιουργία Ανεξάρτητης Εθνικής Αρχής Πολιτικής Προστασίας,https://www.athensvoice.gr/epikairotita/politiki-oikonomia/864462/stefanos-kasselakis-oi-5-protaseis-tou-suriza-gia-tis-purkagies/,2024-08-22,11:07:34,Newsroom,Στέφανος Κασσελάκης: Οι 5 προτάσεις του ΣΥΡΙΖΑ για τις πυρκαγιές - Η ανάρτηση του προέδρου του ΣΥΡΙΖΑ,Πολιτικη & Οικονομια,2024-08-22
178,Φωτιά τώρα στη Σίβηρη Χαλκιδικής - Καίει δασική έκταση,https://www.athensvoice.gr/epikairotita/ellada/864442/fotia-tora-sti-siviri-halkidikis-kaiei-dasiki-ektasi/,2024-08-22,08:50:11,Newsroom,Φωτιά τώρα στη Σίβηρη Χαλκιδικής - Καίει δασική έκταση - Μεγάλη κινητοποίηση της Πυροσβεστικής,Ελλαδα,2024-08-22
179,Φωτιά τώρα σε δασική έκταση στη Ρόδο,https://www.athensvoice.gr/epikairotita/ellada/864357/fotia-tora-se-dasiki-ektasi-sti-rodo/,2024-08-21,11:54:00,Newsroom,Φωτιά σε δασική έκταση στη Ρόδο - Επιχειρούν 8 εναέρια μέσα,Ελλαδα,2024-08-21
180,Βραζιλία: Τεράστιες πυρκαγιές καταστρέφουν τον Αμαζόνιο - «Δυσκολευόμαστε να αναπνεύσουμε» λένε οι κάτοικοι,https://www.athensvoice.gr/epikairotita/diethni/864354/amazonios-terasties-purkagies-sti-vrazilia/,2024-08-21,11:24:54,Newsroom,Βραζιλία: Τεράστιες πυρκαγιές καταστρέφουν τον Αμαζόνιο - «Δυσκολευόμαστε να αναπνεύσουμε» λένε οι κάτοικοι,Κοσμος,2024-08-21
181,"Παραμένει υψηλός ο κίνδυνος πυρκαγιάς αύριο, Πέμπτη, στη μισή χώρα",https://www.athensvoice.gr/epikairotita/ellada/864351/kindunos-purkagias-paramenei-upsilos-aurio-pebti-sti-misi-hora/,2024-08-21,10:49:21,Newsroom,"Κίνδυνος πυρκαγιάς: Παραμένει υψηλός αύριο, Πέμπτη, στη μισή χώρα - Ο χάρτης της Γενικής Γραμματείας Πολιτικής Προστασίας",Ελλαδα,2024-08-21
182,"9 συνταγές για σαλάτες, ιδανικές (και) ως κυρίως γεύμα",https://www.athensvoice.gr/life/geusi/themata/863057/9-salates-pou-boreis-na-fas-kai-os-kurios-geuma/,2024-08-21,04:34:56,Μαρία Αλεξίου,9 σαλάτες ως κυρίως γεύμα για το καλοκαίρι,Θεματα,2024-08-21
183,Τι δεν έχουμε μάθει από τις mega-πυρκαγιές των τελευταίων ετών,https://www.athensvoice.gr/epikairotita/ellada/864122/fotia-stin-attiki-ti-den-ehoume-mathei-apo-tis-dasikes-purkagies/,2024-08-20,11:53:16,Γεωργία Ζερβογιάννη,Φωτιά στην Αττική: Τι δεν έχουμε μάθει από τις δασικές πυρκαγιές ανά τα χρόνια - Ο υπεύθυνος δράσεων για δασικές πυρκαγιές του WWF Ελλάς Ηλίας Τζηρίτης μιλά στην ATHENS VOICE,Ελλαδα,2024-08-20
184,Φωτιά στα Χανιά σε δασική έκταση,https://www.athensvoice.gr/epikairotita/ellada/864101/fotia-sta-hania-se-dasiki-ektasi/,2024-08-19,08:31:56,Newsroom,"Φωτιά στα Χανιά, σε δασική έκταση – Μεγάλη κινητοποίηση της Πυροσβεστικής",Ελλαδα,2024-08-19
185,Συνελήφθη 80χρονος κατ' εξακολούθηση εμπρηστής στα Γλυκά Νέρα,https://www.athensvoice.gr/epikairotita/ellada/863990/gluka-nera-sunelifthi-80hronos-pou-katigoreitai-gia-tin-proklisi-tessaron-purkagion/,2024-08-17,20:11:56,Newsroom,Γλυκά Νερά: Συνελήφθη 80χρονος που κατηγορείται για την πρόκληση τεσσάρων πυρκαγιών,Ελλαδα,2024-08-17
186,Δεν κινδυνεύει το εμβληματικό Somerset House από την πυρκαγιά που ξέσπασε,https://www.athensvoice.gr/epikairotita/diethni/863984/somerset-house-sothike-apo-tin-purkagia-to-emvlimatiko-ktirio-tou-londinou/,2024-08-17,17:35:00,Newsroom,Somerset House: Σώθηκε από την πυρκαγιά το εμβληματικό κτίριο του Λονδίνου,Κοσμος,2024-08-17
187,"Πολύ υψηλός o κίνδυνος πυρκαγιάς και αύριο, Κυριακή, σε 3 περιφέρειες",https://www.athensvoice.gr/epikairotita/ellada/863965/polu-upsilos-o-kindunos-purkagias-kai-tin-kuriaki-1808/,2024-08-17,11:49:21,Newsroom,Πολύ υψηλός o κίνδυνος πυρκαγιάς και την Κυριακή 18.08 - Οι περιοχές που βρίσκονται σε «πορτοκαλί συναγερμό»,Ελλαδα,2024-08-17
188,Φωτιά τώρα στην Εύβοια,https://www.athensvoice.gr/epikairotita/ellada/863944/fotia-tora-stin-euvoia-se-dasiki-ektasi/,2024-08-17,05:48:00,Newsroom,Φωτιά τώρα στην Εύβοια σε δασική έκταση,Ελλαδα,2024-08-17
189,Πολύ υψηλός ο κίνδυνος πυρκαγιάς το Σάββατο σε 6 Περιφέρειες,https://www.athensvoice.gr/epikairotita/ellada/863879/kindunos-purkagias-polu-upsilos-to-savvato-1708-se-6-perifereies/,2024-08-16,11:58:02,Newsroom,Kίνδυνος πυρκαγιάς: Πολύ υψηλός το Σάββατο σε 6 Περιφέρειες - Οι περιοχές που βρίσκονται σε «πορτοκαλί συναγερμό»,Ελλαδα,2024-08-16
190,Πολύ υψηλός ο κίνδυνος πυρκαγιάς και σήμερα - Οι περιοχές σε «πορτοκαλί συναγερμό»,https://www.athensvoice.gr/epikairotita/ellada/863845/polu-upsilos-kindunos-purkagias-simera-paraskeui-168/,2024-08-16,06:08:52,Newsroom,"Πολύ υψηλός κίνδυνος πυρκαγιάς σήμερα, Παρασκευή 16.8 - Ο χάρτης της γ.γ. Πολιτικής Προστασίας και οι συστάσεις προς τους πολίτες",Ελλαδα,2024-08-16
191,Σε 30 ανέρχονται οι πυρκαγιές το τελευταίο 24ωρο σε όλη τη χώρα,https://www.athensvoice.gr/epikairotita/ellada/863825/purosvestiki-30-purkagies-to-teleutaio-24oro-se-oli-ti-hora/,2024-08-15,17:11:45,Newsroom,Πυροσβεστική: 30 πυρκαγιές το τελευταίο εικοσιτετράωρο σε όλη τη χώρα - Σε ποιες περιοχές συνεχίζεται η μάχη με τις φλόγες.,Ελλαδα,2024-08-15
192,Πολύ υψηλός κίνδυνος πυρκαγιάς αύριο (16.8) - Οι περιοχές σε «πορτοκαλί συναγερμό»,https://www.athensvoice.gr/epikairotita/ellada/863809/politiki-prostasia-polu-upsilos-kindunos-purkagias-tin-paraskeui-168/,2024-08-15,14:01:34,Newsroom,Κίνδυνος πυρκαγιάς: Πολύ υψηλός αύριο Παρασκευή 16 Αυγούστου σε πολλές περιοχές της Ελλάδας - Ο χάρτης πρόβλεψης της Πολιτικής Προστασίας.,Ελλαδα,2024-08-15
193,Πολύ υψηλός κίνδυνος πυρκαγιάς την Πέμπτη στην Αττική και άλλες 13 περιοχές,https://www.athensvoice.gr/epikairotita/ellada/863716/polu-upsilos-kindunos-purkagias-stin-attiki-kai-13-periohes-1508/,2024-08-14,11:30:08,Newsroom,Πολύ υψηλός κίνδυνος πυρκαγιάς στην Αττική και 13 περιοχές (15.08) - Ο χάρτης της Πολιτικής Προστασίας - Οι συστάσεις προς τους πολίτες,Ελλαδα,2024-08-14
194,Φωτιά στη Γλυφάδα: Πώς σβήστηκε αστραπιαία η πυρκαγιά,https://www.athensvoice.gr/epikairotita/ellada/863696/fotia-sti-glufada-pos-svistike-astrapiaia-i-purkagia/,2024-08-14,08:27:08,Newsroom,"Φωτιά στη Γλυφάδα: Πώς σβήστηκε αστραπιαία η πυρκαγιά - Το προηγμένο σύστημα εντοπισμού, οι δεξαμενές νερού και η δύναμη της αλληλεγγύης",Ελλαδα,2024-08-14
195,"Διαμαντοπούλου για φωτιές: Από την αδυναμία και την καταγγελία, στην πρόταση και τη δράση",https://www.athensvoice.gr/epikairotita/politiki-oikonomia/863694/diamadopoulou-gia-foties-protaseis-gia-tin-prolipsi-ton-purkagion/,2024-08-14,07:51:54,Newsroom,Διαμαντοπούλου για φωτιές: Προτάσεις για την πρόληψη των πυρκαγιών από την υποψήφια για την ηγεσία του ΠΑΣΟΚ,Πολιτικη & Οικονομια,2024-08-14
196,Πολύ υψηλός κίνδυνος πυρκαγιάς σήμερα Τετάρτη (14.08) σε επτά περιοχές,https://www.athensvoice.gr/epikairotita/ellada/863682/sovaros-kindunos-purkagias-simera-tetarti-1408-se-epta-periohes/,2024-08-14,04:52:35,Newsroom,Σοβαρός κίνδυνος πυρκαγιάς σήμερα Τετάρτη (14.08) σε επτά περιοχές,Ελλαδα,2024-08-14
197,Π. Μαρινάκης για πυρκαγιές: «Η αντιπυρική περίοδος δεν τελείωσε - Στόχος η άμεση στήριξη των πληγέντων»,https://www.athensvoice.gr/epikairotita/politiki-oikonomia/863652/marinakis-purkagies-adipuriki-periodos-den-teleiose/,2024-08-13,15:27:59,Newsroom,Π. Μαρινάκης για πυρκαγιές: «Η αντιπυρική περίοδος δεν τελείωσε - Στόχος η άμεση στήριξη των πληγέντων»,Πολιτικη & Οικονομια,2024-08-13
198,Απαγόρευση κυκλοφορίας σε περιοχές της Χαλκιδικής λόγω πολύ υψηλού κινδύνου πυρκαγιάς,https://www.athensvoice.gr/epikairotita/ellada/863651/halkidiki-apagoreusi-kukloforias-se-periohes-logo-kindunou-purkagias/,2024-08-13,15:18:31,Newsroom,"Χαλκιδική: Απαγόρευση κυκλοφορίας σε περιοχές των δήμων Κασσάνδρας, Σιθωνίας και Αριστοτέλη, λόγω πολύ υψηλού κινδύνου εκδήλωσης δασικής πυρκαγιάς.",Ελλαδα,2024-08-13
199,Κομισιόν: Έκτακτη υποστήριξη για την αντιμετώπιση των πυρκαγιών στην Ελλάδα,https://www.athensvoice.gr/epikairotita/diethni/863641/ee-ektakti-upostirixi-gia-tin-adimetopisi-ton-purkagion-stin-ellada/,2024-08-13,13:25:00,,ΕΕ: H Κομισιόν και το Κέντρο Συντονισμού Αντιμετώπισης Έκτακτης Ανάγκης κινητοποίησαν έκτακτη υποστήριξη για την αντιμετώπιση των πυρκαγιών στην Ελλάδα.,Κοσμος,2024-08-13
200,"Φωτιά στην Αττική: Στα 23 χιλιόμετρα εκτείνονταν τα μέτωπα της πυρκαγιάς, 168 τα ενεργά",https://www.athensvoice.gr/epikairotita/ellada/863623/fotia-stin-attiki-23-hiliometra-ta-metopa-tis-purkagias/,2024-08-13,10:51:26,Newsroom,"Φωτιά στην Αττική: 23 χιλιόμετρα τα μέτωπα της πυρκαγιάς, 168 τα ενεργά - Στοιχεία της μεγάλης πυρκαγιάς από την ευρωπαϊκή υπηρεσία Copernicus",Ελλαδα,2024-08-13
201,Μεγάλες οι καταστροφές που άφησε πίσω της η φωτιά στην Αττική,https://www.athensvoice.gr/epikairotita/ellada/863607/fotia-stin-attiki-oi-katastrofes-pou-afise-piso-tis-i-purkagia/,2024-08-13,07:18:43,Newsroom,Φωτιά στην Αττική: Οι καταστροφές που άφησε πίσω της η πυρκαγιά - Αποκαρδιωτικές οι πρώτες εικόνες μετά την πύρινη λαίλαπα,Ελλαδα,2024-08-13
202,Φωτιά στην Αττική: Γιατί οι Αρχές δεν μπόρεσαν να σβήσουν άμεσα την πυρκαγιά,https://www.athensvoice.gr/epikairotita/ellada/863522/fotia-stin-attiki-giati-oi-arhes-den-boresan-na-svisoun-tin-purkagia/,2024-08-12,09:07:00,Newsroom,Φωτιά στην Αττική: Γιατί οι Αρχές δεν μπόρεσαν να σβήσουν την πυρκαγιά - Το εκρηκτικό κοκτέιλ που «βάζει δύσκολα» στη μάχη της κατάσβεσης,Ελλαδα,2024-08-12
203,"Κικίλιας: Εξαιρετικά επικίνδυνη η πυρκαγιά, παλεύουμε υπό δραματικές συνθήκες",https://www.athensvoice.gr/epikairotita/politiki-oikonomia/863520/kikilias-gia-fotia-stin-attiki-exairetika-epikinduni-i-purkagia/,2024-08-12,08:44:47,Newsroom,Κικίλιας για φωτιά στην Αττική:  Εξαιρετικά επικίνδυνη η πυρκαγιά - Ποια είναι τα βασικά μέτωπα,Πολιτικη & Οικονομια,2024-08-12
204,«Κοκτέιλ» υψηλών θερμοκρασιών και ανέμων σήμερα - Στο «κόκκινο» Αττική και άλλες 2 Περιφέρειες,https://www.athensvoice.gr/epikairotita/ellada/863503/kindunos-purkagias-simera-upsiles-thermokrasies-kai-anemoi/,2024-08-12,05:07:33,Newsroom,Κίνδυνος πυρκαγιάς σήμερα: Υψηλές θερμοκρασίες και άνεμοι - Εξαιρετικά δύσκολες οι συνθήκες,Ελλαδα,2024-08-12
205,Πυροσβεστική: Σε ύφεση η φωτιά στις Αιγειρούσες Μεγάρων,https://www.athensvoice.gr/epikairotita/ellada/863481/fotia-ufesi-megaron/,2024-08-11,18:42:05,Newsroom,Πυροσβεστική: Σε ύφεση η φωτιά στις Αιγειρούσες Μεγάρων - Παραμένει επικίνδυνη η κατάσταση στον Βαρνάβα,Ελλαδα,2024-08-11
206,Ντόναλντ Τραμπ: Οι μαζικές απελάσεις στο επίκεντρο της προεκλογικής του εκστρατείας,https://www.athensvoice.gr/epikairotita/diethni/863474/donald-trab-mazikes-apelaseis/,2024-08-11,16:48:00,Newsroom,Ντόναλντ Τραμπ: Οι μαζικές απελάσεις στο επίκεντρο της προεκλογικής του εκστρατείας,Κοσμος,2024-08-11
207,«Κοκτέιλ» με 39άρια και ανέμους σήμερα - Ακραίος κίνδυνος πυρκαγιάς σε Αττική και άλλες 4 Περιφέρειες,https://www.athensvoice.gr/epikairotita/ellada/863414/kairos-akraios-kindunos-purkagias-se-attiki-kai-alles-4-perifereies/,2024-08-11,05:35:00,Newsroom,Καιρός: Ακραίος κίνδυνος πυρκαγιάς σε Αττική και άλλες 4 Περιφέρειες - Στο «κόκκινο» η μισή Ελλάδα - Απαγόρευση κυκλοφορίας στον Λυκαβηττό,Ελλαδα,2024-08-11
208,"Άννα Διαμαντοπούλου: «Η Ελλάδα που παράγει», βασικός τομέας της καμπάνιάς της",https://www.athensvoice.gr/epikairotita/politiki-oikonomia/863399/anna-diamadopoulou-i-ellada-pou-paragei-vasikos-tomeas-tis-kabanias-tis/,2024-08-10,17:10:00,Newsroom,"Άννα Διαμαντοπούλου: «Η Ελλάδα που παράγει», βασικός τομέας της καμπάνιας της",Πολιτικη & Οικονομια,2024-08-10
209,42 πυρκαγιές το τελευταίο 24ωρο σε όλη την Ελλάδα,https://www.athensvoice.gr/epikairotita/ellada/863397/fotia-42-purkagies-to-teleutaio-24oro-se-oli-tin-ellada/,2024-08-10,16:45:31,Newsroom,42 πυρκαγιές το τελευταίο 24ωρο σε όλη την Ελλάδα - Η επίσημη ενημέρωση της Πυροσβεστικής,Ελλαδα,2024-08-10
